RUTA_RELATIVA,TIPO,TAMAÑO_BYTES,FECHA_MOD,CARPETA_CATEGORIA,CATEGORÍA,PRIORIDAD,ESTADO_ESTIMADO
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP04.pdf",pdf,117376,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP04.txt",txt,294,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP05.pdf",pdf,87310,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP05.txt",txt,305,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP06.pdf",pdf,80434,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP07.pdf",pdf,155206,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP08 Resumen.pdf",pdf,77383,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP09.pdf",pdf,128060,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP09.txt",txt,333,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP10.pdf",pdf,196489,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP10.txt",txt,102,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP11.pdf",pdf,141872,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP11.txt",txt,349,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP12 Base de datos.txt",txt,55920,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP12.pdf",pdf,136473,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP13 agregado tablas actuales.pdf",pdf,144030,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP13 Base de datos agregado tablas actuales.txt",txt,59987,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP14.pdf",pdf,136718,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP14.txt",txt,3803,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP15.pdf",pdf,159750,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP16.pdf",pdf,128934,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP17.pdf",pdf,118226,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP17.txt",txt,412,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP18.pdf",pdf,150193,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP18.txt",txt,1655,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP19.pdf",pdf,136209,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP19.txt",txt,734,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP20.pdf",pdf,147533,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP20.txt",txt,156,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP21.pdf",pdf,117302,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP21.txt",txt,250,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP22.pdf",pdf,126719,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP23.pdf",pdf,195195,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master/Base de Clientes ERP23.txt",txt,127,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Logica Base Master,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Nuevo Text Document.txt",txt,1731,2026-06-06,Knowledge/Books/Base_Iincial_GYPPORT/Master data base,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF/Arquitectura GYPPORT Business 01.pdf",pdf,107196,2026-06-06,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF/Arquitectura GYPPORT Business 02.pdf",pdf,97586,2026-06-06,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF/Arquitectura GYPPORT Business 03.pdf",pdf,114644,2026-06-06,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF/Arquitectura GYPPORT Business 04.pdf",pdf,122135,2026-06-06,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF/Arquitectura GYPPORT Business 05.pdf",pdf,34572,2026-06-06,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF/Arquitectura GYPPORT Business 06.pdf",pdf,97378,2026-06-06,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF/Arquitectura GYPPORT Business 07.pdf",pdf,120285,2026-06-06,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF/Arquitectura GYPPORT Business 08.pdf",pdf,150081,2026-06-06,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF/Arquitectura GYPPORT Business 09.pdf",pdf,202840,2026-06-06,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF/Arquitectura GYPPORT Business 10.pdf",pdf,208424,2026-06-06,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF/Arquitectura GYPPORT Business 11.pdf",pdf,109488,2026-06-06,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF/Arquitectura GYPPORT Business 12.pdf",pdf,132181,2026-06-06,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF/Arquitectura GYPPORT Business 13.pdf",pdf,83622,2026-06-06,Knowledge/Books/Base_Iincial_GYPPORT/Master data base/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/Master data base/Script 01 Crena nueva base.txt",txt,20653,2026-06-06,Knowledge/Books/Base_Iincial_GYPPORT/Master data base,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/ERP Multitenant 01.pdf",pdf,1370159,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/ERP Multitenant 02.pdf",pdf,1141929,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/ERP Multitenant 03.pdf",pdf,828836,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/ERP Multitenant 04.pdf",pdf,936313,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/ERP Multitenant 05.pdf",pdf,5635404,2026-06-05,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T001-COREV2_01.pdf",pdf,148295,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T002-Diseñar la versión empresarial completa (Core v2).pdf",pdf,211878,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T003-Roles y permisos (RBAC).pdf",pdf,182967,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T004_Módulo de organizaciones.pdf",pdf,137884,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T005_Sucursales (branches).pdf",pdf,147330,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T006_Establecimientos SRI.pdf",pdf,142058,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T007-Auditoría (created_by, updated_by).pdf",pdf,213586,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T008-Catálogos globales.pdf",pdf,151623,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T009-Soft delete.pdf",pdf,194083,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T010-UUIDs además de IDs numéricos.pdf",pdf,184737,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T011-DB_001.pdf",pdf,144348,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T012-DB_001.pdf",pdf,207499,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T013-DB_002.pdf",pdf,144418,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T014-DB_002 - Diccionario de datos.pdf",pdf,114345,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T015-DB_002 - Diccionario de datos.pdf",pdf,124874,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T016-DB_002 - EMPLOYES.pdf",pdf,98069,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T017-DB_002 - EMPLOYES.pdf",pdf,53750,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T018-DB_002 - EMPLOYES.pdf",pdf,92996,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T019-DB_002 - DB OPCION 1.pdf",pdf,169600,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T020-DB_002 - DB OPCION 1.pdf",pdf,131470,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T021-DB_002 - DB OPCION 1.pdf",pdf,122195,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T022-DB_002 - DB OPCION 1.pdf",pdf,142839,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T023-DB_002 - DB OPCION 1.pdf",pdf,157200,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T024-DB_002 - DB OPCION 1  Resumen.pdf",pdf,134509,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T025-DB_002 - DB OPCION 1  GEO_LOCATIONS Y GEO TYPES.pdf",pdf,160349,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T026-DB_002 - DB OPCION 1  GEO_LOCATIONS Y GEO TYPES.pdf",pdf,129598,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T027.docx",docx,24538,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T028-DB_002 - DB OPCION 1  INICIO ERP.pdf",pdf,122424,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T029-DB_002 - ORGANIZACION DE ARCHIVOS.pdf",pdf,99862,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T030-DB_002 - INICIO ESTRUCTURA.pdf",pdf,89297,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T031-DB_002 - INICIO ESTRUCTURA Database Design.pdf",pdf,183257,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T032-DB_002 - INICIO ESTRUCTURA SQL definitivo.pdf",pdf,147591,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T033-DB_002 - INICIO ESTRUCTURA Diagramas ER.pdf",pdf,91720,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T034-DB_002 - INICIO ESTRUCTURA Spring Boot.pdf",pdf,234363,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T035-DB_002 - INICIO ESTRUCTURA REACT.pdf",pdf,4671385,2026-06-01,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Base_Iincial_GYPPORT/PDF/T036-DB_002 - TOTAL TABLAS BASE DATOS CREADAS.pdf",pdf,77792,2026-06-02,Knowledge/Books/Base_Iincial_GYPPORT/PDF,"Base Inicial GYPPORT",CRÍTICA,vigente
"Knowledge/Books/Business_Management/Administración Robbins Coulter 10ma Edicion.pdf",pdf,6627485,2026-07-27,Knowledge/Books/Business_Management,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/Business_Management/Administración Robbins Coulter 8va Edicion.pdf",pdf,8518255,2026-07-27,Knowledge/Books/Business_Management,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/Business_Management/El-Ejecutivo-Eficaz-en-Accion.pdf",pdf,13883764,2026-07-27,Knowledge/Books/Business_Management,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/Business_Management/Introducción a la teoría general de la Administracion Idalverto Chiavenato 7ma Edición.pdf",pdf,49906601,2026-07-27,Knowledge/Books/Business_Management,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/Business_Management/Introducción a la teoría general de la administración, Décima edición.pdf",pdf,3109842,2026-07-27,Knowledge/Books/Business_Management,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/Databases/Database System Concepts by Avi Silberschatz-2019.pdf",pdf,16288017,2026-07-27,Knowledge/Books/Databases,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/Databases/Designing Data-Intensive Applications de Martin Kleppmann 2017.pdf",pdf,4377248,2026-07-27,Knowledge/Books/Databases,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/Databases/FUNDAMENTOS DE BASE DE DATOS.pdf",pdf,8971828,2026-05-31,Knowledge/Books/Databases,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/Databases/FUNDAMENTOS DE BASE DE DATOS_1.pdf",pdf,2504627,2026-05-31,Knowledge/Books/Databases,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/Databases/FUNDAMENTOS DE BASE DE DATOS_2.pdf",pdf,2125904,2026-05-31,Knowledge/Books/Databases,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/Databases/FUNDAMENTOS DE BASE DE DATOS_3.pdf",pdf,4106571,2026-05-31,Knowledge/Books/Databases,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/Databases/SQL Performance Explained de Markus Winand.pdf",pdf,1252662,2026-07-27,Knowledge/Books/Databases,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/OneNote/20260702 ERP.pdf",pdf,5789992,2026-08-01,Knowledge/Books/OneNote,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/OneNote/ERP GYPPORT Business.pdf",pdf,9615531,2026-08-01,Knowledge/Books/OneNote,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/OneNote/GYPPORT POO.pdf",pdf,4837118,2026-08-01,Knowledge/Books/OneNote,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/OneNote/GYPPORT® Governance Documentation Architecture (GD.pdf",pdf,116939,2026-08-01,Knowledge/Books/OneNote,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/OneNote/QUE ES GYPPORT.pdf",pdf,5246573,2026-08-01,Knowledge/Books/OneNote,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/OneNote/UI Dashboard Engine.pdf",pdf,5054697,2026-08-01,Knowledge/Books/OneNote,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/100 Things Every Designer Needs to Know about People What Makes Them Tick (Susan Weinschenk).pdf",pdf,8554829,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/2026/07-guia-de-datos-y-gobernanza-de-datos.pdf",pdf,1370539,2026-07-27,Knowledge/Books/PFDS/2026,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/2026/2023.10_CECA_MAGAN_Abogados_Guia_Gobernanza_Datos_vfinal.pdf",pdf,783095,2026-07-27,Knowledge/Books/PFDS/2026,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/2026/About Face (de Alan Cooper).pdf",pdf,32966872,2026-07-27,Knowledge/Books/PFDS/2026,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/2026/CpituloGobernanzadelosdatos.pdf",pdf,199214,2026-07-27,Knowledge/Books/PFDS/2026,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/2026/Design Is a Job.pdf",pdf,583235,2026-07-27,Knowledge/Books/PFDS/2026,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/2026/Don't Make Me Think (de Steve Krug).pdf",pdf,15050766,2026-07-27,Knowledge/Books/PFDS/2026,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/2026/lawsofux.pdf",pdf,28363634,2026-07-27,Knowledge/Books/PFDS/2026,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/2026/Refactoring UI de Adam Wathan y Steve Schoger.pdf",pdf,55665277,2026-07-27,Knowledge/Books/PFDS/2026,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/780262773-Design-Elements-Third-Edition-by-Timothy-Samara.pdf",pdf,69844871,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Color Theory (Dan Scott).pdf",pdf,2293040,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
"Knowledge/Books/PFDS/Color Vision and Colorimetry Theory and Applications (Daniel Malacara).pdf",pdf,14246297,2025-11-05,Knowledge/Books/PFDS,"Documentación Raíz",ALTA,vigente
