TAKEN=2026-09-15T11:41:35.4633884-05:00
HEAD|Gystigo|59bd77f0bf6a2aa6b1c3083097a8c8e0b258ff56|feature/gm-fleets-minimum-vehicle-master-01|staged=0
ENTRY|Gystigo|OWNER_WIP| M|AGENTS.md|C328F7F0FFF2B8AAF3576B3B7A9B4956EE63527EE084A13C39A065D7C0CEA27E|2026-09-13T08:38:16
ENTRY|Fabric|OWNER_WIP|??|Knowledge/Derived/proposed/reference-templates/gm-entities-data-access/src/main/java/com/gypport/template/dataaccess/party/infrastructure/persistence/jdbc/PartyRowMapper.java|46E4A7DB4318E3D1B63BE66257403AB27CAD71B576193E331CE02E4ADDAAE508|2026-08-18T22:35:25
ENTRY|Fabric|OWNER_WIP|??|Knowledge/Derived/proposed/reference-templates/gm-entities-data-access/src/main/java/com/gypport/template/dataaccess/party/ports/persistence/PartyPage.java|FC422405104168A839506DB348294DBB0E1668E2E76F59A7781A91B1AA3E86C7|2026-08-18T22:35:10
ENTRY|Fabric|OWNER_WIP|??|Knowledge/Derived/proposed/reference-templates/gm-entities-data-access/src/main/java/com/gypport/template/dataaccess/party/ports/persistence/PartyQueryPort.java|F3CF691D84907CB9B9306A752742E7A84BCB59C14CB357F125C02DDC477EEE41|2026-08-18T22:35:17
ENTRY|Fabric|OWNER_WIP|??|Knowledge/Derived/proposed/reference-templates/gm-entities-data-access/src/main/java/com/gypport/template/dataaccess/party/ports/persistence/PartySearchCriteria.java|F54F1E5045C33D63812D7148A19E957CD2BA008B9D2B98BFD7C7C60C580DC657|2026-08-18T22:35:04
ENTRY|Fabric|OWNER_WIP|??|Knowledge/Derived/proposed/reference-templates/gm-entities-data-access/src/main/java/com/gypport/template/dataaccess/party/ports/persistence/PartySummary.java|E798079A3BA98E9CF46BE0D25A7AE5F11B764168A5DE2E168CA89CD9B7A949E5|2026-08-18T22:35:00
ENTRY|Fabric|OWNER_WIP|??|Knowledge/Security/GYPPORT_ORGANIZATION_CONTROL_FOUNDATION.md|B1D55DC5ABE0757CDBB7CF65A519464F6134D10923D1E0153C36FDAF8B838C78|2026-09-10T09:36:37
ENTRY|Fabric|OWNER_WIP|??|Knowledge/UIX/GYPPORT_MODULE_NAVIGATION_HIERARCHY.md|F72733654B804CE5A14367A5A57115D868BA2563859A433911A8F6337C507BBD|2026-09-10T12:43:34
ENTRY|Fabric|OWNER_WIP|??|Knowledge/UIX/GYPPORT_UIX_IMPLEMENTATION_AND_COMPLIANCE_GUIDE.md|D089FCC7AB6BA4084ECE8D1E57E424F593173834F2EC304862EA8DDFF8D70F1B|2026-09-10T12:43:34
ENTRY|Fabric|OWNER_WIP|??|Knowledge/gm-accounting/01-conceptual-model/GYPPORT_GM_ACCOUNTING_GENERAL_MODULE_MODEL_EXECUTION_PROMPT_v1.2.md|4111190EC69BEBF5A82FDED2E5D1D06F6DDA19D30D80FC71CA617B331D176FFF|2026-08-13T21:26:51
ENTRY|Fabric|OWNER_WIP|??|Knowledge/gm-expenses/01-domain/GYPPORT_GM_EXPENSES_DOMAIN_BASELINE_v1.0.md|E427AC70BEA21B2EB475ABD86C834BA2BDD488B4404C655B7CADF1327AFD61B8|2026-08-27T07:27:48
ENTRY|Fabric|OWNER_WIP|??|Knowledge/gm-expenses/03-application/GYPPORT_GM_EXPENSES_APPLICATION_ARCHITECTURE_BASELINE_v1.0.md|1CB13346D46F6E84A211574BA18F5B25C6F56D785F3609B041E79B0BCE4A1DC9|2026-08-28T08:46:54
ENTRY|Fabric|OWNER_WIP|??|Knowledge/gm-expenses/04-integration/GYPPORT_GM_EXPENSES_CROSS_REPOSITORY_INTEGRATION_BASELINE_v1.0.md|F4C74BA98E9BBF98366F9FCB35FFFAFD9EE9C95CCAD99488EFBA856BFAC0A0B8|2026-08-26T23:15:54
ENTRY|Fabric|OWNER_WIP|??|Knowledge/gm-expenses/05-implementation/GYPPORT_GM_EXPENSES_IMPLEMENTATION_CONSTRAINTS_v1.0.md|A6E3BCBB98E7ABA626F56D2F45662AEB102761A25703A0B0D264068581A0065D|2026-08-27T07:28:38
ENTRY|Fabric|OWNER_WIP|??|Knowledge/gm-expenses/README.md|36B23019D32DB77DCDF3D64D5D6307D64680DA9B2EEE88613A5A34F75AAAEB62|2026-08-28T08:46:33
HEAD|gm-ai-workspace|88e9ce4d6a5e4f9393697267da02e41aa0c0ac15|master|staged=0
HEAD|gm-configurations|0052f90bc524481df577aa55acb8864e93e3b9b7|master|staged=0
HEAD|gm-e-documents|3b1a58cc5e3436b7b27564ecf2cea7552aa4b6fc|master|staged=0
ENTRY|gm-e-documents|OTHER_UNRELATED_WIP|??|.env.example|64FF28A78F194B3926399EC33C216880396633D68D52AA734BED532B3AF4A2B9|2026-08-28T11:52:12
ENTRY|gm-e-documents|OTHER_UNRELATED_WIP|??|src/claveAcceso.js|04DDF402028B1799003F4D71173DAB81853BBA2EA1FC3938B8D6DFEA7979D1CA|2026-08-01T15:47:56
ENTRY|gm-e-documents|OTHER_UNRELATED_WIP|??|src/db.js|6576E06323AFA89B9F2E54966D24D5B9251057833DD75ACC8DF79AAE4672488B|2026-08-01T15:47:56
ENTRY|gm-e-documents|OTHER_UNRELATED_WIP|??|src/factura.xml|26DA2C0B0572C98A9B814613887A0816AD0D9AE6EF023A5EFACA6FD6E51BCF3C|2026-08-01T15:47:56
ENTRY|gm-e-documents|OTHER_UNRELATED_WIP|??|src/firma.js|20BD8FCD3F711348EEAD7D980681A09BEDCAA69AAC7C4002192CE34664895C7D|2026-08-01T15:47:56
ENTRY|gm-e-documents|OTHER_UNRELATED_WIP|??|src/main.js|30F92C8B43C4684D8A259078EC8276B951DE27D48880DFA53C5E7967E345FC62|2026-08-28T11:52:08
ENTRY|gm-e-documents|OTHER_UNRELATED_WIP|??|src/sri.js|A6AC73DBE449CD1B7D58A8B8F8C137D6A848A25CA561AE2721359C54ABAC2CAB|2026-08-01T15:47:56
HEAD|gm-entities|7b2c56fc5141f38f2bb1e14f11c6d32e3eecca2e|feat/entities-initial-development|staged=0
ENTRY|gm-entities|OTHER_UNRELATED_WIP| M|src/main/java/com/gypport/business/entities/application/ReviewOrganizationControlClaimUseCase.java|9760B574CC14FC84B10B72F26A99D4CF746388777191FA9C898A731C5184B058|2026-09-15T06:00:30
ENTRY|gm-entities|OTHER_UNRELATED_WIP| M|src/main/java/com/gypport/business/entities/party/domain/PartyRelationshipVerification.java|315C9CFBF65058DB0B4E4295AC81C91A88350A680656637D6362BB86A46BC1E8|2026-09-15T05:59:18
ENTRY|gm-entities|OTHER_UNRELATED_WIP| M|src/main/java/com/gypport/business/entities/party/domain/PartyRelationshipVerificationEvidence.java|30D3040CA7DA747F1626889040E8F276ED2B02A6C5DDFD9F925E411D8DF239EE|2026-09-15T05:59:37
ENTRY|gm-entities|OTHER_UNRELATED_WIP| M|src/main/java/com/gypport/business/entities/party/domain/TenantPartyRepository.java|09941AF43F3F93E782DA7285F7E7E8B055F99082A85CC519683DEDD1DEBE3EBC|2026-09-15T05:29:12
ENTRY|gm-entities|OTHER_UNRELATED_WIP| M|src/main/java/com/gypport/business/entities/party/infrastructure/persistence/jdbc/JdbcPartyRelationshipVerificationEvidenceRepository.java|6167B0FBBA81C89CB35E3D94C725BED7A2B97DE4222C6A25C496E7C69C341257|2026-09-15T06:00:08
ENTRY|gm-entities|OTHER_UNRELATED_WIP| M|src/main/java/com/gypport/business/entities/party/infrastructure/persistence/jdbc/JdbcPartyRelationshipVerificationRepository.java|78C1A80FD4429ED7F10E8E6EF4AA4AA272D4784BECC0D37CF2BA3B90FF5F472B|2026-09-15T05:59:53
ENTRY|gm-entities|OTHER_UNRELATED_WIP| M|src/main/java/com/gypport/business/entities/party/infrastructure/persistence/jdbc/JdbcTenantPartyRepository.java|75C5380C5A40A937D5F04A788037D9D31D3BF2DA8C20D5E8CF547F753895D828|2026-09-15T05:29:33
ENTRY|gm-entities|OTHER_UNRELATED_WIP| M|src/test/java/com/gypport/business/entities/application/AddPartyIdentifierUseCaseTest.java|F94A2D4E52D55F5A4700CAA215132E117F130BF8539EF6958DE549EBE7E39622|2026-09-15T05:31:06
ENTRY|gm-entities|OTHER_UNRELATED_WIP| M|src/test/java/com/gypport/business/entities/application/CreateOrganizationPartyUseCaseTest.java|40D34643CBF590E640E93C4351721636A2B1E9EC2A54078FBD0B499B3AED401F|2026-09-15T05:31:16
ENTRY|gm-entities|OTHER_UNRELATED_WIP| M|src/test/java/com/gypport/business/entities/application/CreatePersonPartyUseCaseTest.java|521EBE4DF4D75FAF0779C6C9D2DC01A59407E2F40B6B2418BD38B6F1A1243A77|2026-09-15T05:31:13
ENTRY|gm-entities|OTHER_UNRELATED_WIP| M|src/test/java/com/gypport/business/entities/application/GetPartyProfileUseCaseTest.java|F6984338CA9812A7EE8AC0308D8AFDB36F2912DCE2E2E7FAEC71A391D9956A2C|2026-09-15T05:31:09
ENTRY|gm-entities|OTHER_UNRELATED_WIP| M|src/test/java/com/gypport/business/entities/application/ReviewOrganizationControlClaimUseCaseTest.java|275327AD8FBBC35AEEB0D9B9A0FA4F589E39EB40EF8C598F8DBAE06BE18A9C22|2026-09-15T06:03:04
ENTRY|gm-entities|OTHER_UNRELATED_WIP| M|src/test/java/com/gypport/business/entities/identity/application/IdentityClaimServiceTest.java|5F9B42E842FF95B15454B8402558402A2F967B31B4E030AEE379A1D1A4AFB369|2026-09-15T05:31:03
ENTRY|gm-entities|OTHER_UNRELATED_WIP| M|src/test/java/com/gypport/business/entities/intake/application/SubmitIdentityIntakeUseCaseTest.java|9BF60FE517718077FCDA516D51C7F8FD8E48191336579159AF1F7D493335C037|2026-09-15T05:31:20
ENTRY|gm-entities|OTHER_UNRELATED_WIP| M|src/test/java/com/gypport/business/entities/party/domain/PartyRelationshipVerificationEvidenceTest.java|EA1FAB1FF236C4B16EA0F47C03E2A04F89D479C480C9BCE56E1C967ABE096F75|2026-09-15T06:03:19
ENTRY|gm-entities|OTHER_UNRELATED_WIP| M|src/test/java/com/gypport/business/entities/party/domain/PartyRelationshipVerificationTest.java|0BEB71C0F821BEBD8CF6680CB0D02756CECB0CC2B6D5315E55017F632FE5E678|2026-09-15T06:03:13
ENTRY|gm-entities|OTHER_UNRELATED_WIP| M|src/test/java/com/gypport/business/entities/party/infrastructure/persistence/jdbc/JdbcTenantPartyRepositoryTest.java|EA35758CF85D3EE124E63C4B4D0A0692280AFBED007321B5BF32425253D599E0|2026-09-15T05:31:00
HEAD|gm-expenses|ab74610094dcdbdbb93564fc7b9fe05b51c7b8c2|master|staged=0
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/main/java/com/gypport/business/expenses/application/AcceptExpenseReviewUseCase.java|688030B66AB5F6D8C294FF5B13A3AD1017F687F7E23303BB3B89F5438EEA8FF1|2026-09-13T10:46:08
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/main/java/com/gypport/business/expenses/application/BeginSettlementReconciliationUseCase.java|0CC7731C92F336BCA0D3779BE3BE7F712B45BDB72DFC2F71241693417B7C123A|2026-09-13T10:16:22
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/main/java/com/gypport/business/expenses/application/CorrectObservedExpenseUseCase.java|6FBDBEE86A9D544E343B54D3BB1425B1628B80E2E7B92E98AD22B18054AD38B4|2026-09-13T10:11:31
ENTRY|gm-expenses|GM_EXPENSES_WIP| D|src/main/java/com/gypport/business/expenses/application/CorrectRejectedExpenseCommand.java|NOT_A_FILE|-
ENTRY|gm-expenses|GM_EXPENSES_WIP| D|src/main/java/com/gypport/business/expenses/application/CorrectRejectedExpenseUseCase.java|NOT_A_FILE|-
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/main/java/com/gypport/business/expenses/application/DocumentMutationChecks.java|FB3E2E097E512BDCE488199E8D412938DD14AB361E3926FE644BD2943815CE50|2026-09-13T10:16:34
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/main/java/com/gypport/business/expenses/application/EditRegisteredExpenseCommand.java|8AF9DAE145A98787895069F7A1A348C70B11C570D9417451694D8DDDF6D5D4F7|2026-09-13T10:46:23
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/main/java/com/gypport/business/expenses/application/ObserveExpenseReviewCommand.java|85789606284373E2E0D134D777506BF2604E36F6E9CD33E21E73BD27C048AC5F|2026-09-13T10:16:09
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/main/java/com/gypport/business/expenses/application/ObserveExpenseReviewUseCase.java|EE5FBDB9C771356B468B8A0CFB061931BA42B9B0F95E4CB7472A05C647266DBB|2026-09-13T10:11:40
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/main/java/com/gypport/business/expenses/application/OpenSettlementUseCase.java|E6E67635727D357F52D2AACBD667CA51FD85EC412ACA792BBDD7C6BB0D600FB7|2026-09-13T10:46:21
ENTRY|gm-expenses|GM_EXPENSES_WIP| D|src/main/java/com/gypport/business/expenses/application/RecalculateSettlementJustifiedTotalCommand.java|NOT_A_FILE|-
ENTRY|gm-expenses|GM_EXPENSES_WIP| D|src/main/java/com/gypport/business/expenses/application/RecalculateSettlementJustifiedTotalUseCase.java|NOT_A_FILE|-
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/main/java/com/gypport/business/expenses/application/ReconcileSettlementUseCase.java|91F534C74FBFEDBD051A41F070F43F20CDD8FE01B55E6F2994E1874B223EEDFF|2026-09-13T10:11:04
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/main/java/com/gypport/business/expenses/application/RejectExpenseReviewCommand.java|003BDD2CAA9AA7AE7192CD7FF5E7A967A8B2DFCCFE2791BE62FC834F98A93901|2026-09-13T10:16:13
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/main/java/com/gypport/business/expenses/application/RejectExpenseReviewUseCase.java|1F9DB9C885BF3CFDD52F9C2A1C1E2FB339D4CD4B23C104AC50FE17932EED569C|2026-09-13T10:11:49
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/main/java/com/gypport/business/expenses/casefile/application/ExpenseCaseService.java|5A28704057B58BDAEB31D735EED2E065BD92A2B350413545BCBAA3425C2296BD|2026-09-13T10:12:24
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/main/java/com/gypport/business/expenses/expense/application/ExpenseReportPort.java|52E379BCBD910C3F972EBCF400C18E7F166BE56E0366729CD9CAB85B83E38075|2026-09-15T06:40:52
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/main/java/com/gypport/business/expenses/expense/application/ExpenseReportService.java|8098730E21275BC6ED3F7C7EFE43218BFFC593C7CD4B972A498D69EDF70F5838|2026-09-15T06:42:22
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/main/java/com/gypport/business/expenses/expense/domain/Expense.java|8753DD65533F6BF4C675608B7A6EFEEE604A17DB35640DB1D1B1D2B43601788A|2026-09-13T10:10:29
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/main/java/com/gypport/business/expenses/expense/domain/ExpenseReviewEventRepository.java|246D4C1590215441B24C8FD46AE5CFE336D0A879092B42980597C4BAE1DBBC22|2026-09-13T10:16:04
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/main/java/com/gypport/business/expenses/expense/domain/ExpenseRevisionType.java|CD3072460779862A1B8FA3DAB227EFF12250046F7315EE7590B40B1E739AFF9A|2026-09-13T10:16:25
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/main/java/com/gypport/business/expenses/expense/infrastructure/persistence/jdbc/JdbcExpenseReportPort.java|FB99A25820B650C809432F69DE0CC739C60E9C1999C4E63A1AE879D893E8F784|2026-09-15T06:42:19
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/main/java/com/gypport/business/expenses/expense/infrastructure/persistence/jdbc/JdbcExpenseReviewEventRepository.java|53432029D982DFA046C7951CC26BACD60DC71C88299F3E105F60BCD820DD854D|2026-09-13T10:12:08
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/test/java/com/gypport/business/expenses/application/CorrectExpenseReviewUseCaseTest.java|DF47C4FB423A7DB5789191B354D68190844BD867FE3C016CF81F2A4EF6999262|2026-09-13T10:55:36
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/test/java/com/gypport/business/expenses/application/testsupport/InMemoryExpenseRepository.java|AD38BFB9D65590AB41D3E7383C50729FC3A34F8138A63324D8CE04A2F450E3D6|2026-09-13T10:51:13
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/test/java/com/gypport/business/expenses/application/testsupport/InMemoryExpenseReviewEventRepository.java|14ECC0CFF25AC56D6082DBB3970DCA5EC2B06A4DB09C95C74D5D7A2B40C30077|2026-09-13T10:16:32
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/test/java/com/gypport/business/expenses/expense/application/ExpenseReportPortTest.java|F08E3FE53A760A2C8D961402A93BE5EBEC1D6D7C2C21997ABD466A579CD9688B|2026-09-15T06:42:32
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/test/java/com/gypport/business/expenses/expense/domain/ExpenseAllocationCorrectionTest.java|B17DA71700B67C66912A43F047D41096FEB74761C0C0A83EE42B17EA9210D48A|2026-09-13T10:17:25
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/test/java/com/gypport/business/expenses/expense/domain/ExpenseReviewTransitionTest.java|523231836508426A43A9476AD050CEB1432B1B8272D3E0C08CB7A1E9A339F7A9|2026-09-13T10:17:09
ENTRY|gm-expenses|GM_EXPENSES_WIP| M|src/test/java/com/gypport/business/expenses/expense/domain/ExpenseRevisionTest.java|66CF9881C70D3E39463666B55280B4B71671E995092E9F50A26DB73DA106AEAE|2026-09-13T10:17:14
ENTRY|gm-expenses|GM_EXPENSES_WIP|??|src/main/java/com/gypport/business/expenses/application/GetExpenseReviewHistoryUseCase.java|13B7023E520F173DD075286BB778F3F04FF297F6E829436A45393C7DD62C2EDF|2026-09-13T10:10:48
ENTRY|gm-expenses|GM_EXPENSES_WIP|??|src/main/java/com/gypport/business/expenses/application/ReviewDecisionDetail.java|722AD5EA2879A2CF58422ED946083AEA9D6A2CC7270BF22876E491F49C493958|2026-09-13T10:10:43
ENTRY|gm-expenses|GM_EXPENSES_WIP|??|src/main/java/com/gypport/business/expenses/application/SettlementJustifiedTotals.java|9DFCF26E7474F59042B33BC32A7FCCB2F65950AC7DA1FFEB2C59962491321392|2026-09-13T10:45:56
ENTRY|gm-expenses|GM_EXPENSES_WIP|??|src/main/java/com/gypport/business/expenses/expense/domain/ExpenseObservationReason.java|966118BA0118DFB802C8163FF966766264EA8D79C7D7D28C5FDFE57ED1457367|2026-09-13T10:10:36
ENTRY|gm-expenses|GM_EXPENSES_WIP|??|src/main/java/com/gypport/business/expenses/expense/domain/ExpenseRejectionReason.java|F38DD097C93009A88D2216CC0EE12E086C7822F6CD6FE03EC14FCB8CD8785736|2026-09-13T10:10:39
ENTRY|gm-expenses|GM_EXPENSES_WIP|??|src/main/java/com/gypport/business/expenses/expense/domain/ExpenseReviewEvent.java|784CAD1E81A55253A85E42978F8360098DBE59300BE97A12E38AA1878ABBA368|2026-09-13T10:10:33
ENTRY|gm-expenses|GM_EXPENSES_WIP|??|src/test/java/com/gypport/business/expenses/application/SettlementJustifiedTotalRefreshTest.java|CCD6577A1B3EF3D146476DEA78A50299F0E4022CB6C38CF65A94A3B7E8F9F175|2026-09-13T10:56:14
ENTRY|gm-expenses|GM_EXPENSES_WIP|??|src/test/java/com/gypport/business/expenses/application/testsupport/InMemoryAdvanceSettlementRepository.java|F7CF0AEE369FF124FC406D8F0566BDA3B493266D5FDC63D8483CFC89E33B1AB8|2026-09-13T10:51:22
ENTRY|gm-expenses|GM_EXPENSES_WIP|??|src/test/java/com/gypport/business/expenses/application/testsupport/InMemoryApprovedExpenseTotals.java|BF0BF8EA4B436FF4C288AE5AC25DC4F6CE26D85E8DB4C65C962E5F018593E6BC|2026-09-13T10:51:29
ENTRY|gm-expenses|GM_EXPENSES_WIP|??|src/test/java/com/gypport/business/expenses/casefile/application/ExpenseCaseCloseMessageTest.java|F6F8ACAEBD5CB5E6A682F25020051A429ED31156AAE21BA73A883F0E7344D321|2026-09-13T10:19:08
HEAD|gm-fleets|756cccc5fcfcdf5b745a612afbb1071495441036|feature/gm-fleets-minimum-vehicle-master-01|staged=0
HEAD|gm-fuel-stations|8ee330d78149b8f8d0b1886b0d34ac82efc9361b|master|staged=0
HEAD|gm-human-resources|08f10c72c23eeaace12f00cc317c6a4a672b9405|master|staged=0
HEAD|gm-organizations|62f3de4cf6e30b874c2342b1cb864f704293504c|feat/organizations-initial-development|staged=0
HEAD|gm-products|73a84e28d722ad667236430d95567d742c86c550|master|staged=0
HEAD|gm-purchases|fc379a4edbf8999a3eda69cfe5081ac25362a6d4|master|staged=0
HEAD|gm-sales|6f1b8885525fc1df28a37b74812ab9ac9a6f7088|master|staged=0
ENTRY|gm-sales|OTHER_UNRELATED_WIP| M|CONTRIBUTING.md|034D848D7EBC4B767B5DA71138CF79416F51DFD14B5D9B0837DBA843B7B01FD6|2026-08-04T03:11:08
ENTRY|gm-sales|OTHER_UNRELATED_WIP| M|README.md|3C3A12F17852B5402DF2370698C9661AD504DC094BFF16A3642AF818D8688E61|2026-08-04T03:11:08
ENTRY|gm-sales|OTHER_UNRELATED_WIP| M|START_HERE.md|860386AFDE04D770C50D29B5208C7D1F6D01D4F220A96420C8F27B649A9AA38F|2026-08-09T23:58:12
ENTRY|gm-sales|OTHER_UNRELATED_WIP|??|docs/governance/architecture/GYPPORT_MODULE_RUNTIME_DATA_DASHBOARD_INTEGRATION_STANDARD_v1.0.md|7095060B03C892E46EE88868691C09AA8BAD1A5A08642315DF7960632A7A5965|2026-08-09T23:55:37
ENTRY|gm-sales|OTHER_UNRELATED_WIP|??|docs/governance/git/GYPPORT_GIT_DOCUMENTATION_ARCHITECTURE_v1.0.md|B176AC24E39435D84A8C0EC3E95CD382BD455C7960468358C252C2423CF98FDC|2026-08-04T03:11:08
HEAD|gm-security|ee3c2a95efb4efa61b3eaf6405df4e3822b56e4b|master|staged=0
ENTRY|gm-security|OTHER_UNRELATED_WIP| M|src/main/java/com/gypport/business/security/application/RoleProvisioningPort.java|373265359808F7067F213EDE79B096DFE67AB5F9C61E9FB79276A07DEB958474|2026-09-15T06:00:52
ENTRY|gm-security|OTHER_UNRELATED_WIP| M|src/main/java/com/gypport/business/security/application/UserAccountProfileRecord.java|BC75C73F1043C55581D98252A9D09F71764A8E3070B75BC2B73652388375F772|2026-09-15T05:31:25
ENTRY|gm-security|OTHER_UNRELATED_WIP| M|src/main/java/com/gypport/business/security/application/UserAccountRepository.java|455F9E16FDABFAEBDE427FFD919FFD2A4A5C2E3874148078E73A084AB5527D5C|2026-09-15T05:31:40
ENTRY|gm-security|OTHER_UNRELATED_WIP| M|src/main/java/com/gypport/business/security/infrastructure/persistence/jdbc/JdbcPartyAccessQueryAdapter.java|BDB083DF1D701BE40AA40A52D1BB3DC8D1F926FC34AED69928037266535D9C39|2026-09-15T05:33:37
ENTRY|gm-security|OTHER_UNRELATED_WIP| M|src/main/java/com/gypport/business/security/infrastructure/persistence/jdbc/JdbcRoleProvisioningAdapter.java|D9DABC918E1012483D7DCAAEE37BB97A134E18E953E21410ECBD6F7B9E78F829|2026-09-15T06:01:10
ENTRY|gm-security|OTHER_UNRELATED_WIP| M|src/main/java/com/gypport/business/security/infrastructure/persistence/jdbc/JdbcUserAccountRepository.java|31927384EA149340ED4A7BB818375EFEE046C67DD75E400B26343292B069C0D9|2026-09-15T05:33:07
ENTRY|gm-security|OTHER_UNRELATED_WIP| M|src/test/java/com/gypport/business/security/infrastructure/persistence/jdbc/JdbcPartyAccessQueryAdapterTest.java|3E5291BC22F3F2870478F94BE59EF9F838070390AC8937031ECA295BBC6B7FD7|2026-09-15T05:33:53
ENTRY|gm-security|OTHER_UNRELATED_WIP| M|src/test/java/com/gypport/business/security/infrastructure/persistence/jdbc/JdbcUserAccountRepositoryTest.java|BA333A5AB2432A1A4E63102C66F701645817EF22AB68BEFA6130D92D0B219C93|2026-09-15T05:34:19
HEAD|gm-service-management|ff3c451549afcc7c1656d0e955af45d36bc7bf46|master|staged=0
ENTRY|gm-service-management|OTHER_UNRELATED_WIP| M|START_HERE.md|860386AFDE04D770C50D29B5208C7D1F6D01D4F220A96420C8F27B649A9AA38F|2026-08-09T23:58:12
ENTRY|gm-service-management|OTHER_UNRELATED_WIP|??|docs/governance/architecture/GYPPORT_MODULE_RUNTIME_DATA_DASHBOARD_INTEGRATION_STANDARD_v1.0.md|7095060B03C892E46EE88868691C09AA8BAD1A5A08642315DF7960632A7A5965|2026-08-09T23:55:37
COUNT|PKG2B|1
COUNT|OWNER_WIP|57
COUNT|GM_EXPENSES_WIP|74
COUNT|OTHER_UNRELATED_WIP|66
