doc_id,lote,tipo_registro,archivo,titulo,autor,edicion,idioma,paginas,bytes,sha256,dominio,integridad,completitud,calidad_documental,nota_calidad,texto_muestra_caracteres
DOC-000060,LOT-0001,source,Guía para solicitar autorización de emisión de comprobantes electrónicos 25042020[3052] (1)-1.pdf,Guía para solicitar autorización de emisión de comprobantes electrónicos 25042020[3052] (1)-1,davr050406,No indicada,ES,11,1614879,7d5607fb25c35695c87c9b531dba7fe4622dfd87355ff2e9c7c6d3c00eef73af,Normativa oficial de Ecuador y SRI,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",7751
DOC-000061,LOT-0001,source,"How to Learn Digital Painting Learn Color Theory Painting Characteres, Prop, Effects, and Backgrounds (Mitch Leeuwe).pdf","How to Learn Digital Painting Learn Color Theory Painting Characteres, Prop, Effects, and Backgrounds (Mitch Leeuwe)",Mitch Leeuwe,No indicada,EN,47,15370383,df6535f44405b6e3df76c702906e6a5e6a2ffb3dfc64b90f8fe51873598493cd,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",8170
DOC-000062,LOT-0001,source,"Introduction to Algorithms (conocido como CLRS) de Thomas H. Cormen, Charles E. Leiserson, Ronald L. Rivest y Clifford(2).pdf","[9780262270830] Introduction to Algorithms, third edition",Thomas H. Cormen ... [et Al.].,No indicada,EN,1313,5726585,bb1b7bbb20b70d898076fe14dc221f58eb2809873a3b28bacdb09107617ed35d,Ingeniería de software y arquitectura,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",6418
DOC-000063,LOT-0001,source,Laws of UX - Using Psychology to Design Better Products  Services (Jon Yablonski).pdf,Laws of UX,Jon Yablonski;,No indicada,EN,153,21667652,3f9e8ca8eb4f7112c245cdddedcfb493899fa88b9fc8528c44500ea1ec8d3cd0,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",10526
DOC-000064,LOT-0001,source,Laws of UX Using Psychology to Design Better Products  Services (Jon Yablonski).pdf,Laws of UX Using Psychology to Design Better Products Services (Jon Yablonski),Jon Yablonski,No indicada,EN,186,2217719,e05b1e4a6896634501ec0f533741d7a1a0f90d1aec0f4e021c2aff620f8d3adf,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",8498
DOC-000065,LOT-0001,source,Libro Languaje Chino.pdf,这才是用户体验设计：人人都能看懂的产品设计书,李磊 (Li Lei),"1.ª edición, noviembre de 2021",ZH,461,10951962,c813c40887cf71c4cc8cf709128583ce49a19adb7013ada2f8bb9abe35cdec68,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",5690
DOC-000066,LOT-0001,source,Living with Complexity(1).pdf,Living With Complexity,"Norman, Donald A.",No indicada,EN,309,6325990,32047cbb09051c00cb9a859fb93e687e19b2bab5d88a58257579d681804944ac,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",2595
DOC-000067,LOT-0001,source,Living with Complexity.pdf,Living With Complexity,"Norman, Donald A.",No indicada,EN,309,6325990,32047cbb09051c00cb9a859fb93e687e19b2bab5d88a58257579d681804944ac,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",2595
DOC-000068,LOT-0001,source,Manual de usuario - facturador_SRI.pdf,Manual de usuario - facturador SRI,davr050406,No indicada,ES,70,2996494,39ec94a656ccbcf2f2063540218c360ad6f083e9f97e02544968183780ff5211,Normativa oficial de Ecuador y SRI,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",9889
DOC-000069,LOT-0001,source,Mueller-Brockmann_Josef_Grid_Systems_in_Graphic_Design_Raster_Systeme_fuer_die_Visuele_Gestaltung_English_German_no_OCR.pdf,Mueller-Brockmann Josef Grid Systems in Graphic Design Raster Systeme fuer die Visuele Gestaltung English German no OCR,No identificado,No indicada,N/D,162,19175256,cf49bbbb18ec9a1928d32530e9676b16c34d696394579b177ab38dbadc368534,UI/UX y Design System,OK,VISUAL_O_SIN_OCR,BAJA,"PDF íntegro, pero visual/escaneado o sin OCR suficiente para extracción automática.",0
DOC-000070,LOT-0001,source,Neuro Web Design What Makes Them Click (Susan M. Weinschenk).pdf,Neuro Web Design: What Makes them Click?,Susan M. Weinschenk,No indicada,EN,169,12029559,b5d9b1e6ac4c3eda19bf41ee32f11f6406ea1bbb13d4e805d871ff8863e0bf58,UI/UX y Design System,OK:Syntax Error (11905695): Dictionary key must be a name object Syntax Error (11905883): Dictionary key must be a name object Syntax Error (11905695): Dictionary key must be a name o,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",4691
DOC-000071,LOT-0001,source,Practical UI Patterns for Design Systems. Fast-Track Interaction Design for a Seamless User Experience (Diana MacDonald)(1).pdf,Practical UI Patterns for Design Systems. Fast-Track Interaction Design for a Seamless User Experience (Diana MacDonald),Diana MacDonald,No indicada,EN,306,12541450,c5d2916b16cf1e71de5cd5c562b830021aacfc4a9198cc553b27e6bde701788e,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",19583
DOC-000072,LOT-0001,source,Practical UI Patterns for Design Systems. Fast-Track Interaction Design for a Seamless User Experience (Diana MacDonald).pdf,Practical UI Patterns for Design Systems. Fast-Track Interaction Design for a Seamless User Experience (Diana MacDonald),Diana MacDonald,No indicada,EN,306,12541450,c5d2916b16cf1e71de5cd5c562b830021aacfc4a9198cc553b27e6bde701788e,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",19583
DOC-000073,LOT-0001,source,Principio de diseño de combinacion de colores (Chino).pdf,Principio de diseño de combinacion de colores (Chino),Chino,No indicada,N/D,194,51063075,d9fb665bb33691b294ee46b5bcb7e3fdd7a78ca9d0d9ba8cf24ccc7886af5f16,UI/UX y Design System,OK,VISUAL_O_SIN_OCR,BAJA,"PDF íntegro, pero visual/escaneado o sin OCR suficiente para extracción automática.",0
DOC-000074,LOT-0001,source,Principios_de_contabilidad_4ta_Edicion.pdf,"Principios de contabilidad, 4ta Edición",Álvaro Javier Romero López,4ta Edición,ES,513,4079232,11c0c567595a2c40dc745072d0f400da777fb2d741be0661882a480ab470953c,Contabilidad y tributación,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",6633
DOC-000075,LOT-0001,source,Principles of Product Design (Aarron Walter).pdf,Principles of Product Design (Aarron Walter),Aarron Walter,No indicada,EN,183,2781691,e342ca32880a1bea3a9a277974e716e36e059c2395af49fe2dff11f537801ff8,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",5103
DOC-000076,LOT-0001,source,"Refactoring UI (Adam Wathan, Steve Schoger)(1).pdf","Refactoring UI (Adam Wathan, Steve Schoger)","Adam Wathan, Steve Schoger",No indicada,EN,218,11401803,9fb48dfba7b170c1ac1bde8de97f7eafd70f1cdce365e63b0a747626ddcd939d,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",7292
DOC-000077,LOT-0001,source,"Refactoring UI (Adam Wathan, Steve Schoger).pdf","Refactoring UI (Adam Wathan, Steve Schoger)","Adam Wathan, Steve Schoger",No indicada,EN,218,11401803,9fb48dfba7b170c1ac1bde8de97f7eafd70f1cdce365e63b0a747626ddcd939d,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",7292
DOC-000078,LOT-0001,source,"Signage and Wayfinding Design A Complete Guide to Creating Environmental Graphic Design Systems (Chris Calori, David Vanden-Eynden).pdf",Signage and Wayfinding Design,Chris Calori and David Vanden-Eynden,No indicada,EN,322,29726738,15d5c38de8677b2b38562499e8da8590418e6e9b2d7a354cfabee8f2ab2e5df9,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",7287
DOC-000079,LOT-0001,source,Simple and Usable (Giles Colborne).pdf,"Simple and Usable Web, Mobile, and Interaction Design",Giles Colborne,No indicada,EN,241,11751361,b52154264fcfda2dd3c71d231d51018a123286fc300dce7f0a01b196938ec78b,UI/UX y Design System,OK:Syntax Error (5526): Dictionary key must be a name object Syntax Error (5670): Dictionary key must be a name object Syntax Error (5526): Dictionary key must be a name object Syntax,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",12351
DOC-000080,LOT-0001,source,Software_Ingeniering(1).pdf,Ingenieria de Software,Ian Sommerville,No indicada,ES,792,3384217,65ca74ca7572459a44c95b8c8e372ce3f91f8b2904a667866fef8fccc2b36b44,Ingeniería de software y arquitectura,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",18913
DOC-000081,LOT-0001,source,"Strategic Writing for UX Drive Engagement, Conversion, and Retention with Every Word - 2nd Edition (Torrey Podmajersky).pdf","Strategic Writing for UX Drive Engagement, Conversion, and Retention with Every Word - 2nd Edition (Torrey Podmajersky)",Torrey Podmajersky,2nd Edition,EN,281,4400292,2d56887f41faaa9473d0d112e3e491b8f7644337f177312c85a3d499b5c39c64,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",12012
DOC-000082,LOT-0001,source,"The Complete Guide for Choosing Colors (Ran Segall, Flux Academy).pdf",The complete guide for choosing colors - Flux,sandrina.burkhardt,No indicada,EN,11,3214886,4d474de3f9100da04a3cc15644395cf796d9ff52487676ec91e154ae2a6ffc02,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",7773
DOC-000083,LOT-0001,source,The Design of Everyday Things by Don Norman(1).pdf,The Design of Everyday Things,Don Norman,No indicada,EN,325,3100112,edbb619feacdd62aaead9df3a3b871eb6463d2cc443c7c9418a1c9ee93bf5870,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",4503
DOC-000084,LOT-0001,source,The Design of Everyday Things by Don Norman.pdf,The Design of Everyday Things,Don Norman,No indicada,EN,325,3100112,edbb619feacdd62aaead9df3a3b871eb6463d2cc443c7c9418a1c9ee93bf5870,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",4503
DOC-000085,LOT-0001,source,The Designers Dictionary of Color (Sean Adams).pdf,The Designers Dictionary of Color (Sean Adams),-,No indicada,N/D,257,86514693,2165877d007ffca6c108ddd9eabed277b097af1918237b227002584f262b18ea,UI/UX y Design System,OK,VISUAL_O_SIN_OCR,BAJA,"PDF íntegro, pero visual/escaneado o sin OCR suficiente para extracción automática.",0
DOC-000086,LOT-0001,source,The Ultimate UI Design Roadmap (Michael Filipiuk)(1).pdf,The Ultimate UI Design Roadmap (Michael Filipiuk),Michael Filipiuk,No indicada,N/D,36,14304067,5ca39c491e68568b50b121c364d7aee7f3af65472a270444cefcbaa2b37a7e40,UI/UX y Design System,OK,VISUAL_O_SIN_OCR,BAJA,"PDF íntegro, pero visual/escaneado o sin OCR suficiente para extracción automática.",0
DOC-000087,LOT-0001,source,The Ultimate UI Design Roadmap (Michael Filipiuk).pdf,The Ultimate UI Design Roadmap (Michael Filipiuk),Michael Filipiuk,No indicada,N/D,36,14304067,5ca39c491e68568b50b121c364d7aee7f3af65472a270444cefcbaa2b37a7e40,UI/UX y Design System,OK,VISUAL_O_SIN_OCR,BAJA,"PDF íntegro, pero visual/escaneado o sin OCR suficiente para extracción automática.",0
DOC-000088,LOT-0001,source,The_Elements_of_User_Experience_Jesse_Ja.pdf,The Elements of User Experience Jesse Ja,Jesse James Garrett,No indicada,EN,191,1593699,8852965140e40a8ab28177a7ee847de0aef1d3099ef172b25e7ee72bdd2cc21e,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",6961
DOC-000089,LOT-0001,source,"UI Design Principles Learn to create beautiful and usable interfaces from scratch (Michael Filipiuk, (ed.))(1).pdf","UI Design Principles Learn to create beautiful and usable interfaces from scratch (Michael Filipiuk, (ed.))",ed.,No indicada,EN,323,32587637,66ce0f519973e84771d541760bab70d5fbb9c6dc599e3bc4f77af82e715f84f6,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",6109
DOC-000090,LOT-0001,source,"UI Design Principles Learn to create beautiful and usable interfaces from scratch (Michael Filipiuk, (ed.)).pdf","UI Design Principles Learn to create beautiful and usable interfaces from scratch (Michael Filipiuk, (ed.))",ed.,No indicada,EN,323,32587637,66ce0f519973e84771d541760bab70d5fbb9c6dc599e3bc4f77af82e715f84f6,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",6109
DOC-000091,LOT-0001,source,"UX Design with Figma User-Centered Interface Design and Prototyping with Figma (Design Thinking) (Tom Green, Kevin Brandon).pdf",UX Design with Figma,"Tom Green, Kevin Brandon",No indicada,EN,585,22930020,e56e7bcf6ec611f93b3105f8c948f6f1abf325c746e8f378f4b68501dc30f9b9,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",15200
DOC-000092,LOT-0001,source,"UX Fundamentals for Non-UX Professionals User Experience Principles for Managers, Writers, Designers, and Developers (Edward Stull).pdf","UX Fundamentals for Non-UX Professionals User Experience Principles for Managers, Writers, Designers, and Developers (Edward Stull)",Edward Stull,No indicada,EN,331,9990787,6a7cf4bf53c497dc6e3bf803a43ffa263fe98a6b53aaf3fc959508ed716c3a81,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",13292
DOC-000093,LOT-0001,source,"UX Writing Designing User-Centered Content [Team-IRA] (Jason C. K. Tham, Tharon Howard etc.).pdf","UX Writing Designing User-Centered Content [Team-IRA] (Jason C. K. Tham, Tharon Howard etc.)",Jason C. K. Tham,No indicada,EN,267,23915247,c804d26b266e478d1b4c92e3babee6c19747dd75ebc3026fb753da20381c2c6c,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",8801
DOC-000094,LOT-0001,source,"Universal Principles of Design, Revised and Updated 125 Ways to Enhance Usability, Influence Perception, Increase Appeal, Make… (William Lidwell, Kritina Holden, Jill Butler).pdf","Universal Principles of Design, Revised and Updated",William Lidwell,Revised and Updated,EN,271,11941894,ebe0ee10f337070709e546243ccb79060c8123f8dd42545b0ae23bc99890786f,UI/UX y Design System,OK:Syntax Error (11216288): Dictionary key must be a name object Syntax Error (11216434): Dictionary key must be a name object Syntax Error (11216288): Dictionary key must be a name o,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",10772
DOC-000095,LOT-0001,source,Wayfinding Designs Worldwide (Liaoning Shenyang etc.).pdf,Wayfinding Designs Worldwide,Graphic Design Editors,No indicada,ZH/MIXTO,255,47035219,b96182055f23671258e195da2808139ff8a725f8cf30250046e254d54d447874,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",23514
DOC-000096,LOT-0001,source,Web UI Design for the Human Eye Principles of Visual Consistency (UX Pin)(1).pdf,Web UI Design for the Human Eye Principles of Visual Consistency (UX Pin),UX Pin,No indicada,EN,50,2924130,25a29bf9b26ad19a4f5457422bf791d5f8d3b83e3e9617ff178678058c6f6cd8,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",6441
DOC-000097,LOT-0001,source,Web UI Design for the Human Eye Principles of Visual Consistency (UX Pin).pdf,Web UI Design for the Human Eye Principles of Visual Consistency (UX Pin),UX Pin,No indicada,EN,50,2924130,25a29bf9b26ad19a4f5457422bf791d5f8d3b83e3e9617ff178678058c6f6cd8,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",6441
DOC-000098,LOT-0001,source,dokumen.pub_universal-principles-of-ux-100-timeless-strategies-to-create-positive-interactions-between-people-and-technology-volume-4.pdf,Universal Principles of UX,Irene Pereyra;,No indicada,EN,226,30106411,20622ce88762e60adc0be579238a493acd5e3bf207cc8cb59750d8e22e078a82,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",23860
DOC-000099,LOT-0001,source,ebin.pub_tragic-design-the-true-impact-of-bad-design-and-how-to-fix-it.pdf,Tragic Design,Jonathan Shariat,No indicada,EN,220,13317243,f97177465ba11b94d860c58a34e1b7563d2660b75cdd8f4ea4b6b7dc56d8d963,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",15965
DOC-000100,LOT-0001,source,lawsofux.pdf,Laws of UX,Jon Yablonski;,No indicada,EN,186,28363634,fe24b23b51808853090f63b182caf59902456bd3a6350aa67612625567fd9422,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",8498
DOC-000101,LOT-0001,source,libro_689bbd5c9f28d.pdf,Introducción a la teoría general de la administración,Idalberto Chiavenato,No indicada,ES,401,3109842,6b076dbd35e1150716f460ee7b28bc06a7b6dad7eb7541c190bd68872efbed47,ERP y procesos empresariales,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",8572
DOC-000102,LOT-0001,source,the-basics-of-ux-design.pdf,the-basics-of-ux-design,No identificado,No indicada,EN,73,10371358,306461dc66ca4e772fc089e9d582e912e8ba9e9898968afd6e395ec37d64b2da,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,MEDIA,PDF íntegro; metadatos incompletos o texto parcialmente extraíble.,13327
DOC-000103,LOT-0001,source,unidad1_pdf2.pdf,Fundamentos de la Contabilidad Financiera,Alejandro Torres Garay,No indicada,ES,20,348751,cf940caef7db54817cf0e231fda8126e19f9aa4c517c5d7d571fb23e75ce24fa,Contabilidad y tributación,OK,FRAGMENTO_DECLARADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",20704
DOC-000104,LOT-0001,source,vdoc.pub_designing-interfaces.pdf,Designing Interfaces,Jenifer Tidwell,No indicada,EN,577,61662222,61087d6402dad60caf3a9d982c41ca3b152b61745c4be2c5e7d4d77cf69029ce,UI/UX y Design System,OK,SIN_TRUNCAMIENTO_ESTRUCTURAL_DETECTADO,ALTA,"PDF íntegro, texto extraíble y metadatos bibliográficos útiles.",4854
